! FILETYPE CSV
! VERSION 1.0,1
! TIMESTAMP Sunday, 01 January 2006 13:47:50
! TIMEZONE (UTC-08:00) Pacific Time (US & Canada)
! NAME Keysight Technologies
! MODEL N9952A
! SERIAL US55240250
! FIRMWARE_VERSION A.09.12
! CORRECTION 
! Application SA
! Trace TIMESTAMP: 2006-01-01 13:47:50Z
! Trace GPS Info...
! GPS Latitude: 22 15.382499 S
! GPS Longitude: 45 41.718792 W
! GPS Seconds Since Last Read: 0
! CHECKSUM 0621167751
! DATA Freq,SA Clear-Write,SA Blank,SA Blank,SA Blank
! FREQ UNIT Hz
! DATA UNIT dBm
BEGIN
28000004352,-106.67464776889,0,0,0
28000004352,-106.6737572421,0,0,0
28000004352,-106.672865298382,0,0,0
28000004352,-106.671971938544,0,0,0
28000004352,-106.671077163395,0,0,0
28000004352,-106.670180973743,0,0,0
28000004352,-106.669283370396,0,0,0
28000004352,-106.668384354164,0,0,0
28000004352,-106.667483925855,0,0,0
28000004352,-106.666582086277,0,0,0
28000004352,-106.665678836239,0,0,0
28000004352,-106.66477417655,0,0,0
28000004352,-106.663868108017,0,0,0
28000004352,-106.66296063145,0,0,0
28000004352,-106.662051747657,0,0,0
28000004352,-106.661141457447,0,0,0
28000004352,-106.660229761628,0,0,0
28000004352,-106.659316661009,0,0,0
28000004352,-106.658402156397,0,0,0
28000004352,-106.657486248603,0,0,0
28000004352,-106.656568938434,0,0,0
28000004352,-106.655650226699,0,0,0
28000004352,-106.654730114207,0,0,0
28000004352,-106.653808601765,0,0,0
28000004352,-106.652885690183,0,0,0
28000004352,-106.651961380269,0,0,0
28000004352,-106.651035672832,0,0,0
28000004352,-106.65010856868,0,0,0
28000004352,-106.649180068621,0,0,0
28000004352,-106.648250173465,0,0,0
28000004352,-106.64731888402,0,0,0
28000004352,-106.646386201094,0,0,0
28000004352,-106.645452125496,0,0,0
28000004352,-106.644516658034,0,0,0
28000004352,-106.643579799517,0,0,0
28000004352,-106.642641550754,0,0,0
28000004352,-106.641701912553,0,0,0
28000004352,-106.640760885723,0,0,0
28000004352,-106.639818471071,0,0,0
28000004352,-106.638874669408,0,0,0
28000004352,-106.637929481541,0,0,0
28000004352,-106.636982908278,0,0,0
28000004352,-106.636034950429,0,0,0
28000004352,-106.635085608802,0,0,0
28000004352,-106.634134884205,0,0,0
28000004352,-106.633182777447,0,0,0
28000004352,-106.632229289337,0,0,0
28000004352,-106.631274420683,0,0,0
28000004352,-106.630318172293,0,0,0
28000004352,-106.629360544977,0,0,0
28000004352,-106.628401539542,0,0,0
28000004352,-106.627441156798,0,0,0
28000004352,-106.626479397552,0,0,0
28000004352,-106.625516262614,0,0,0
28000004352,-106.624551752792,0,0,0
28000004352,-106.623585868894,0,0,0
28000004352,-106.622618611729,0,0,0
28000004352,-106.621649982105,0,0,0
28000004352,-106.620679980832,0,0,0
28000004352,-106.619708608717,0,0,0
28000004352,-106.61873586657,0,0,0
28000004352,-106.617761755198,0,0,0
28000004352,-106.61678627541,0,0,0
28000004352,-106.615809428015,0,0,0
28000004352,-106.614831213822,0,0,0
28000004352,-106.613851633638,0,0,0
28000004352,-106.612870688273,0,0,0
28000004352,-106.611888378535,0,0,0
28000004352,-106.610904705232,0,0,0
28000004352,-106.609919669174,0,0,0
28000004352,-106.608933271168,0,0,0
28000004352,-106.607945512023,0,0,0
28000004352,-106.606956392548,0,0,0
28000004352,-106.605965913551,0,0,0
28000004352,-106.604974075841,0,0,0
28000004352,-106.603980880226,0,0,0
28000004352,-106.602986327515,0,0,0
28000004352,-106.601990418517,0,0,0
28000004352,-106.60099315404,0,0,0
28000004352,-106.599994534892,0,0,0
28000004352,-106.598994561882,0,0,0
28000004352,-106.597993235819,0,0,0
28000004352,-106.596990557511,0,0,0
28000004352,-106.595986527766,0,0,0
28000004352,-106.594981147394,0,0,0
28000004352,-106.593974417203,0,0,0
28000004352,-106.592966338001,0,0,0
28000004352,-106.591956910597,0,0,0
28000004352,-106.590946135799,0,0,0
28000004352,-106.589934014416,0,0,0
28000004352,-106.588920547257,0,0,0
28000004352,-106.58790573513,0,0,0
28000004352,-106.586889578843,0,0,0
28000004352,-106.585872079206,0,0,0
28000004352,-106.584853237026,0,0,0
28000004352,-106.583833053113,0,0,0
28000004352,-106.582811528274,0,0,0
28000004352,-106.581788663319,0,0,0
28000004352,-106.580764459055,0,0,0
28000004352,-106.579738916292,0,0,0
28000004352,-106.578712035838,0,0,0
28000004352,-106.577683818501,0,0,0
28000004352,-106.576654265091,0,0,0
28000004352,-106.575623376415,0,0,0
28000004352,-106.574591153282,0,0,0
28000004352,-106.573557596501,0,0,0
28000004352,-106.57252270688,0,0,0
28000004352,-106.571486485228,0,0,0
28000004352,-106.570448932354,0,0,0
28000004352,-106.569410049065,0,0,0
28000004352,-106.56836983617,0,0,0
28000004352,-106.567328294479,0,0,0
28000004352,-106.566285424799,0,0,0
28000004352,-106.565241227939,0,0,0
28000004352,-106.564195704708,0,0,0
28000004352,-106.563148855914,0,0,0
28000004352,-106.562100682365,0,0,0
28000004352,-106.561051184871,0,0,0
28000004352,-106.560000364239,0,0,0
28000004352,-106.558948221279,0,0,0
28000004352,-106.557894756799,0,0,0
28000004352,-106.556839971607,0,0,0
28000004352,-106.555783866512,0,0,0
28000004352,-106.554726442323,0,0,0
28000004352,-106.553667699847,0,0,0
28000004352,-106.552607639895,0,0,0
28000004352,-106.551546263273,0,0,0
28000004352,-106.550483570791,0,0,0
28000004352,-106.549419563257,0,0,0
28000004352,-106.54835424148,0,0,0
